# Name of benchmark/experiment: FILLET Experiment 2a (cold start, au)
# Case number: 57
# Instellation (S_earth): 1.108033
# XCO2 (ppm): 280.0
# Obliquity (degrees): 30.0
# Mode: seasonal
#
# Columns of data (annually averaged for last orbit)
# Lat Tsurf Asurf ATOA OLR Fland
 -90.00   230.43 0.6000 0.6000   124.56 0.2500
 -77.83   231.82 0.6000 0.6000   127.34 0.2500
 -72.76   232.73 0.6000 0.6000   129.16 0.2500
 -68.84   233.55 0.6000 0.6000   130.80 0.2500
 -65.52   234.33 0.6000 0.6000   132.35 0.2500
 -62.58   235.08 0.6000 0.6000   133.85 0.2500
 -59.90   235.81 0.6000 0.6000   135.32 0.2500
 -57.43   236.53 0.6000 0.6000   136.75 0.2500
 -55.11   237.23 0.6000 0.6000   138.15 0.2500
 -52.92   237.91 0.6000 0.6000   139.51 0.2500
 -50.83   238.57 0.6000 0.6000   140.83 0.2500
 -48.83   239.20 0.6000 0.6000   142.11 0.2500
 -46.91   239.82 0.6000 0.6000   143.35 0.2500
 -45.06   240.42 0.6000 0.6000   144.54 0.2500
 -43.27   241.00 0.6000 0.6000   145.70 0.2500
 -41.52   241.56 0.6000 0.6000   146.81 0.2500
 -39.83   242.09 0.6000 0.6000   147.88 0.2500
 -38.17   242.61 0.6000 0.6000   148.91 0.2500
 -36.55   243.10 0.6000 0.6000   149.90 0.2500
 -34.96   243.57 0.6000 0.6000   150.85 0.2500
 -33.41   244.03 0.6000 0.6000   151.75 0.2500
 -31.88   244.46 0.6000 0.6000   152.62 0.2500
 -30.37   244.88 0.6000 0.6000   153.45 0.2500
 -28.89   245.27 0.6000 0.6000   154.24 0.2500
 -27.43   245.65 0.6000 0.6000   154.99 0.2500
 -25.99   246.00 0.6000 0.6000   155.70 0.2500
 -24.57   246.34 0.6000 0.6000   156.38 0.2500
 -23.16   246.66 0.6000 0.6000   157.01 0.2500
 -21.76   246.96 0.6000 0.6000   157.61 0.2500
 -20.38   247.24 0.6000 0.6000   158.18 0.2500
 -19.02   247.50 0.6000 0.6000   158.70 0.2500
 -17.66   247.75 0.6000 0.6000   159.19 0.2500
 -16.31   247.97 0.6000 0.6000   159.65 0.2500
 -14.98   248.18 0.6000 0.6000   160.06 0.2500
 -13.65   248.37 0.6000 0.6000   160.45 0.2500
 -12.33   248.55 0.6000 0.6000   160.79 0.2500
 -11.01   248.70 0.6000 0.6000   161.11 0.2500
  -9.70   248.84 0.6000 0.6000   161.38 0.2500
  -8.40   248.96 0.6000 0.6000   161.62 0.2500
  -7.10   249.07 0.6000 0.6000   161.83 0.2500
  -5.80   249.15 0.6000 0.6000   162.00 0.2500
  -4.51   249.22 0.6000 0.6000   162.14 0.2500
  -3.22   249.27 0.6000 0.6000   162.24 0.2500
  -1.93   249.31 0.6000 0.6000   162.31 0.2500
  -0.64   249.32 0.6000 0.6000   162.35 0.2500
   0.64   249.32 0.6000 0.6000   162.35 0.2500
   1.93   249.31 0.6000 0.6000   162.31 0.2500
   3.22   249.27 0.6000 0.6000   162.24 0.2500
   4.51   249.22 0.6000 0.6000   162.14 0.2500
   5.80   249.15 0.6000 0.6000   162.00 0.2500
   7.10   249.07 0.6000 0.6000   161.83 0.2500
   8.40   248.96 0.6000 0.6000   161.62 0.2500
   9.70   248.84 0.6000 0.6000   161.38 0.2500
  11.01   248.70 0.6000 0.6000   161.11 0.2500
  12.33   248.55 0.6000 0.6000   160.79 0.2500
  13.65   248.37 0.6000 0.6000   160.45 0.2500
  14.98   248.18 0.6000 0.6000   160.06 0.2500
  16.31   247.97 0.6000 0.6000   159.65 0.2500
  17.66   247.75 0.6000 0.6000   159.19 0.2500
  19.02   247.50 0.6000 0.6000   158.70 0.2500
  20.38   247.24 0.6000 0.6000   158.18 0.2500
  21.76   246.96 0.6000 0.6000   157.61 0.2500
  23.16   246.66 0.6000 0.6000   157.01 0.2500
  24.57   246.34 0.6000 0.6000   156.38 0.2500
  25.99   246.00 0.6000 0.6000   155.70 0.2500
  27.43   245.65 0.6000 0.6000   154.99 0.2500
  28.89   245.27 0.6000 0.6000   154.24 0.2500
  30.37   244.88 0.6000 0.6000   153.45 0.2500
  31.88   244.46 0.6000 0.6000   152.62 0.2500
  33.41   244.03 0.6000 0.6000   151.75 0.2500
  34.96   243.57 0.6000 0.6000   150.85 0.2500
  36.55   243.10 0.6000 0.6000   149.90 0.2500
  38.17   242.61 0.6000 0.6000   148.91 0.2500
  39.83   242.09 0.6000 0.6000   147.88 0.2500
  41.52   241.56 0.6000 0.6000   146.81 0.2500
  43.27   241.00 0.6000 0.6000   145.70 0.2500
  45.06   240.42 0.6000 0.6000   144.54 0.2500
  46.91   239.82 0.6000 0.6000   143.35 0.2500
  48.83   239.20 0.6000 0.6000   142.11 0.2500
  50.83   238.57 0.6000 0.6000   140.83 0.2500
  52.92   237.91 0.6000 0.6000   139.51 0.2500
  55.11   237.23 0.6000 0.6000   138.15 0.2500
  57.43   236.53 0.6000 0.6000   136.75 0.2500
  59.90   235.81 0.6000 0.6000   135.32 0.2500
  62.58   235.08 0.6000 0.6000   133.85 0.2500
  65.52   234.33 0.6000 0.6000   132.35 0.2500
  68.84   233.55 0.6000 0.6000   130.80 0.2500
  72.76   232.73 0.6000 0.6000   129.16 0.2500
  77.83   231.82 0.6000 0.6000   127.34 0.2500
  90.00   230.43 0.6000 0.6000   124.56 0.2500
