# Name of benchmark/experiment: FILLET Experiment 1 (warm start)
# Case number: 187
# Instellation (S_earth): 1.2
# XCO2 (ppm): 280.0
# Obliquity (degrees): 90.0
# Mode: seasonal
#
# Columns of data (annually averaged for last orbit)
# Lat Tsurf Asurf ATOA OLR Fland
 -90.00   346.36 0.2250 0.2250   356.42 0.2500
 -77.83   344.68 0.2250 0.2250   353.05 0.2500
 -72.76   343.41 0.2250 0.2250   350.52 0.2500
 -68.84   342.22 0.2250 0.2250   348.14 0.2500
 -65.52   341.07 0.2250 0.2250   345.85 0.2500
 -62.58   339.96 0.2250 0.2250   343.62 0.2500
 -59.90   338.88 0.2250 0.2250   341.45 0.2500
 -57.43   337.83 0.2250 0.2250   339.35 0.2500
 -55.11   336.81 0.2250 0.2250   337.31 0.2500
 -52.92   335.81 0.2250 0.2250   335.32 0.2500
 -50.83   334.84 0.2250 0.2250   333.38 0.2500
 -48.83   333.89 0.2250 0.2250   331.48 0.2500
 -46.91   332.95 0.2250 0.2250   329.61 0.2500
 -45.06   332.04 0.2250 0.2250   327.78 0.2500
 -43.27   331.14 0.2250 0.2250   325.98 0.2500
 -41.52   330.26 0.2250 0.2250   324.22 0.2500
 -39.83   329.40 0.2250 0.2250   322.49 0.2500
 -38.17   328.55 0.2250 0.2250   320.80 0.2500
 -36.55   327.73 0.2250 0.2250   319.15 0.2500
 -34.96   326.92 0.2250 0.2250   317.54 0.2500
 -33.41   326.14 0.2250 0.2250   315.98 0.2500
 -31.88   325.38 0.2250 0.2250   314.46 0.2500
 -30.37   324.64 0.2250 0.2250   312.99 0.2500
 -28.89   323.93 0.2250 0.2250   311.57 0.2500
 -27.43   323.25 0.2250 0.2250   310.21 0.2500
 -25.99   322.60 0.2250 0.2250   308.90 0.2500
 -24.57   321.98 0.2250 0.2250   307.65 0.2500
 -23.16   321.38 0.2250 0.2250   306.46 0.2500
 -21.76   320.81 0.2250 0.2250   305.32 0.2500
 -20.38   320.27 0.2250 0.2250   304.24 0.2500
 -19.02   319.76 0.2250 0.2250   303.21 0.2500
 -17.66   319.27 0.2250 0.2250   302.25 0.2500
 -16.31   318.82 0.2250 0.2250   301.34 0.2500
 -14.98   318.39 0.2250 0.2250   300.49 0.2500
 -13.65   318.00 0.2250 0.2250   299.70 0.2500
 -12.33   317.63 0.2250 0.2250   298.96 0.2500
 -11.01   317.30 0.2250 0.2250   298.29 0.2500
  -9.70   316.99 0.2250 0.2250   297.69 0.2500
  -8.40   316.72 0.2250 0.2250   297.15 0.2500
  -7.10   316.49 0.2250 0.2250   296.68 0.2500
  -5.80   316.29 0.2250 0.2250   296.28 0.2500
  -4.51   316.12 0.2250 0.2250   295.95 0.2500
  -3.22   316.00 0.2250 0.2250   295.70 0.2500
  -1.93   315.91 0.2250 0.2250   295.52 0.2500
  -0.64   315.87 0.2250 0.2250   295.43 0.2500
   0.64   315.87 0.2250 0.2250   295.43 0.2500
   1.93   315.91 0.2250 0.2250   295.52 0.2500
   3.22   316.00 0.2250 0.2250   295.70 0.2500
   4.51   316.12 0.2250 0.2250   295.95 0.2500
   5.80   316.29 0.2250 0.2250   296.28 0.2500
   7.10   316.49 0.2250 0.2250   296.68 0.2500
   8.40   316.72 0.2250 0.2250   297.15 0.2500
   9.70   316.99 0.2250 0.2250   297.69 0.2500
  11.01   317.30 0.2250 0.2250   298.29 0.2500
  12.33   317.63 0.2250 0.2250   298.96 0.2500
  13.65   318.00 0.2250 0.2250   299.70 0.2500
  14.98   318.39 0.2250 0.2250   300.49 0.2500
  16.31   318.82 0.2250 0.2250   301.34 0.2500
  17.66   319.27 0.2250 0.2250   302.25 0.2500
  19.02   319.76 0.2250 0.2250   303.21 0.2500
  20.38   320.27 0.2250 0.2250   304.24 0.2500
  21.76   320.81 0.2250 0.2250   305.32 0.2500
  23.16   321.38 0.2250 0.2250   306.46 0.2500
  24.57   321.98 0.2250 0.2250   307.65 0.2500
  25.99   322.60 0.2250 0.2250   308.90 0.2500
  27.43   323.25 0.2250 0.2250   310.21 0.2500
  28.89   323.93 0.2250 0.2250   311.57 0.2500
  30.37   324.64 0.2250 0.2250   312.99 0.2500
  31.88   325.38 0.2250 0.2250   314.46 0.2500
  33.41   326.14 0.2250 0.2250   315.98 0.2500
  34.96   326.92 0.2250 0.2250   317.54 0.2500
  36.55   327.73 0.2250 0.2250   319.15 0.2500
  38.17   328.55 0.2250 0.2250   320.80 0.2500
  39.83   329.40 0.2250 0.2250   322.49 0.2500
  41.52   330.26 0.2250 0.2250   324.22 0.2500
  43.27   331.14 0.2250 0.2250   325.98 0.2500
  45.06   332.04 0.2250 0.2250   327.78 0.2500
  46.91   332.95 0.2250 0.2250   329.61 0.2500
  48.83   333.89 0.2250 0.2250   331.48 0.2500
  50.83   334.84 0.2250 0.2250   333.38 0.2500
  52.92   335.81 0.2250 0.2250   335.32 0.2500
  55.11   336.81 0.2250 0.2250   337.31 0.2500
  57.43   337.83 0.2250 0.2250   339.35 0.2500
  59.90   338.88 0.2250 0.2250   341.45 0.2500
  62.58   339.96 0.2250 0.2250   343.62 0.2500
  65.52   341.07 0.2250 0.2250   345.85 0.2500
  68.84   342.22 0.2250 0.2250   348.14 0.2500
  72.76   343.41 0.2250 0.2250   350.52 0.2500
  77.83   344.68 0.2250 0.2250   353.05 0.2500
  90.00   346.36 0.2250 0.2250   356.42 0.2500
