# Name of benchmark/experiment: FILLET Experiment 1a (warm start, au)
# Case number: 59
# Instellation (S_earth): 1.234568
# XCO2 (ppm): 280.0
# Obliquity (degrees): 30.0
# Mode: seasonal
#
# Columns of data (annually averaged for last orbit)
# Lat Tsurf Asurf ATOA OLR Fland
 -81.45   306.60 0.2250 0.2250   276.90 0.2500
 -75.16   308.09 0.2250 0.2250   279.88 0.2500
 -70.81   309.60 0.2250 0.2250   282.90 0.2500
 -67.25   311.10 0.2250 0.2250   285.90 0.2500
 -64.16   312.59 0.2250 0.2250   288.89 0.2500
 -61.38   314.08 0.2250 0.2250   291.86 0.2500
 -58.82   315.55 0.2250 0.2250   294.79 0.2500
 -56.44   316.99 0.2250 0.2250   297.69 0.2500
 -54.20   318.42 0.2250 0.2250   300.53 0.2500
 -52.08   319.80 0.2250 0.2250   303.31 0.2500
 -50.06   321.16 0.2250 0.2250   306.01 0.2500
 -48.11   322.47 0.2250 0.2250   308.64 0.2500
 -46.24   323.75 0.2250 0.2250   311.19 0.2500
 -44.43   324.98 0.2250 0.2250   313.66 0.2500
 -42.67   326.18 0.2250 0.2250   316.05 0.2500
 -40.96   327.33 0.2250 0.2250   318.35 0.2500
 -39.30   328.44 0.2250 0.2250   320.57 0.2500
 -37.67   329.51 0.2250 0.2250   322.71 0.2500
 -36.08   330.53 0.2250 0.2250   324.76 0.2500
 -34.52   331.52 0.2250 0.2250   326.74 0.2500
 -32.99   332.46 0.2250 0.2250   328.62 0.2500
 -31.48   333.37 0.2250 0.2250   330.43 0.2500
 -30.00   334.23 0.2250 0.2250   332.16 0.2500
 -28.54   335.05 0.2250 0.2250   333.80 0.2500
 -27.10   335.83 0.2250 0.2250   335.37 0.2500
 -25.68   336.58 0.2250 0.2250   336.86 0.2500
 -24.27   337.28 0.2250 0.2250   338.26 0.2500
 -22.89   337.95 0.2250 0.2250   339.59 0.2500
 -21.51   338.57 0.2250 0.2250   340.85 0.2500
 -20.15   339.16 0.2250 0.2250   342.02 0.2500
 -18.80   339.71 0.2250 0.2250   343.12 0.2500
 -17.46   340.22 0.2250 0.2250   344.15 0.2500
 -16.13   340.70 0.2250 0.2250   345.10 0.2500
 -14.81   341.14 0.2250 0.2250   345.97 0.2500
 -13.49   341.54 0.2250 0.2250   346.77 0.2500
 -12.19   341.90 0.2250 0.2250   347.50 0.2500
 -10.89   342.23 0.2250 0.2250   348.15 0.2500
  -9.59   342.51 0.2250 0.2250   348.73 0.2500
  -8.31   342.77 0.2250 0.2250   349.24 0.2500
  -7.02   342.98 0.2250 0.2250   349.67 0.2500
  -5.74   343.17 0.2250 0.2250   350.03 0.2500
  -4.46   343.31 0.2250 0.2250   350.32 0.2500
  -3.18   343.42 0.2250 0.2250   350.54 0.2500
  -1.91   343.49 0.2250 0.2250   350.68 0.2500
  -0.64   343.53 0.2250 0.2250   350.75 0.2500
   0.64   343.53 0.2250 0.2250   350.75 0.2500
   1.91   343.49 0.2250 0.2250   350.68 0.2500
   3.18   343.42 0.2250 0.2250   350.54 0.2500
   4.46   343.31 0.2250 0.2250   350.32 0.2500
   5.74   343.17 0.2250 0.2250   350.03 0.2500
   7.02   342.98 0.2250 0.2250   349.67 0.2500
   8.31   342.77 0.2250 0.2250   349.24 0.2500
   9.59   342.51 0.2250 0.2250   348.73 0.2500
  10.89   342.23 0.2250 0.2250   348.15 0.2500
  12.19   341.90 0.2250 0.2250   347.50 0.2500
  13.49   341.54 0.2250 0.2250   346.77 0.2500
  14.81   341.14 0.2250 0.2250   345.97 0.2500
  16.13   340.70 0.2250 0.2250   345.10 0.2500
  17.46   340.22 0.2250 0.2250   344.15 0.2500
  18.80   339.71 0.2250 0.2250   343.12 0.2500
  20.15   339.16 0.2250 0.2250   342.02 0.2500
  21.51   338.57 0.2250 0.2250   340.85 0.2500
  22.89   337.95 0.2250 0.2250   339.59 0.2500
  24.27   337.28 0.2250 0.2250   338.26 0.2500
  25.68   336.58 0.2250 0.2250   336.86 0.2500
  27.10   335.83 0.2250 0.2250   335.37 0.2500
  28.54   335.05 0.2250 0.2250   333.80 0.2500
  30.00   334.23 0.2250 0.2250   332.16 0.2500
  31.48   333.37 0.2250 0.2250   330.43 0.2500
  32.99   332.46 0.2250 0.2250   328.62 0.2500
  34.52   331.52 0.2250 0.2250   326.74 0.2500
  36.08   330.53 0.2250 0.2250   324.76 0.2500
  37.67   329.51 0.2250 0.2250   322.71 0.2500
  39.30   328.44 0.2250 0.2250   320.57 0.2500
  40.96   327.33 0.2250 0.2250   318.35 0.2500
  42.67   326.18 0.2250 0.2250   316.05 0.2500
  44.43   324.98 0.2250 0.2250   313.66 0.2500
  46.24   323.75 0.2250 0.2250   311.19 0.2500
  48.11   322.47 0.2250 0.2250   308.64 0.2500
  50.06   321.16 0.2250 0.2250   306.01 0.2500
  52.08   319.80 0.2250 0.2250   303.31 0.2500
  54.20   318.42 0.2250 0.2250   300.53 0.2500
  56.44   316.99 0.2250 0.2250   297.69 0.2500
  58.82   315.55 0.2250 0.2250   294.79 0.2500
  61.38   314.08 0.2250 0.2250   291.86 0.2500
  64.16   312.59 0.2250 0.2250   288.89 0.2500
  67.25   311.10 0.2250 0.2250   285.90 0.2500
  70.81   309.60 0.2250 0.2250   282.90 0.2500
  75.16   308.09 0.2250 0.2250   279.88 0.2500
  81.45   306.60 0.2250 0.2250   276.90 0.2500
