# Name of benchmark/experiment: FILLET Experiment 1a (warm start, au)
# Model: AVALON (Albedo-feedback Variable Axial-tilt Latitudinal Outgoing-Net EBM)
# Mode: seasonal
# Ice line definition: latitude where annual-mean surface temperature crosses 0.0 °C
# Ice-free convention: NMaxLand=NMinLand=NMaxSea=NMinSea=90; SMaxLand=SMinLand=SMaxSea=SMinSea=-90
# Case Inst Obl XCO2 Tglob IceLineNMaxLand IceLineNMinLand IceLineNMaxSea IceLineNMinSea IceLineSMaxLand IceLineSMinLand IceLineSMaxSea IceLineSMinSea Diff OLRglob
118 1.168736303871439 60.0 280.0 322.24862520031274 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 308.19725040062565
119 1.1377777777777778 60.0 280.0 318.16672685927745 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 300.033453718555
120 1.10803324099723 60.0 280.0 314.24491921692817 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 292.1898384338565
121 1.0794400404790014 60.0 280.0 310.47487719939943 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 284.64975439879896
122 1.0519395134779752 60.0 280.0 306.8488434562455 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 277.39768691249117
123 1.0254766864284568 60.0 280.0 303.3599831163899 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 270.4199662327798
124 1.0 60.0 280.0 300.00141164429175 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 263.7028232885835
125 0.9754610577655846 60.0 280.0 296.76596221634156 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 257.2319244326832
126 0.9518143961927424 60.0 280.0 293.6481190669186 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 250.9962381338372
127 0.9290172739149366 60.0 280.0 290.6423246292068 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 244.9846492584137
128 0.9070294784580498 60.0 280.0 287.7432120945851 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 239.1864241891702
129 0.8858131487889274 60.0 280.0 284.9457998240188 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 233.59159964803771
130 0.8653326122228233 60.0 280.0 282.2453916806426 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 228.1907833612852
131 0.8455542343770645 60.0 280.0 279.63764247687806 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 222.97528495375624
132 0.8264462809917354 60.0 280.0 277.1181942546225 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 217.93638850924503
133 1.306122448979592 70.0 280.0 340.3637735731702 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 344.4275471463404
134 1.2695893671890497 70.0 280.0 335.54689199764925 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 334.79378399529855
135 1.2345679012345678 70.0 280.0 330.92923563770887 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 325.55847127541773
136 1.2009757928316758 70.0 280.0 326.5000500748838 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 316.7001001497677
137 1.168736303871439 70.0 280.0 322.24922144823853 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 308.1984428964771
138 1.1377777777777778 70.0 280.0 318.16730731007976 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 300.0346146201596
139 1.10803324099723 70.0 280.0 314.24548448939686 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 292.1909689787939
140 1.0794400404790014 70.0 280.0 310.47542787464124 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 284.6508557492824
141 1.0519395134779752 70.0 280.0 306.8493800644958 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 277.39876012899174
142 1.0254766864284568 70.0 280.0 303.3605058718123 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 270.4210117436246
143 1.0 70.0 280.0 300.0019217575097 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 263.7038435150194
144 0.9754610577655846 70.0 280.0 296.76645984058126 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 257.23291968116257
145 0.9518143961927424 70.0 280.0 293.6486046390107 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 250.99720927802147
