# Name of benchmark/experiment: FILLET Benchmark 2
# Case number: 0
# Instellation (S_earth): 1.0
# XCO2 (ppm): 280.0
# Obliquity (degrees): 23.5
# Mode: seasonal
#
# Columns of data (annually averaged for last orbit)
# Lat Tsurf Asurf ATOA OLR Fland
 -81.45   260.31 0.6000 0.6000   184.33 0.2500
 -75.16   262.86 0.6000 0.6000   189.42 0.2500
 -70.81   265.46 0.6000 0.6000   194.61 0.2500
 -67.25   268.10 0.6000 0.6000   199.90 0.2500
 -64.16   270.79 0.6000 0.6000   205.28 0.2500
 -61.38   273.53 0.4125 0.4125   210.75 0.2500
 -58.82   276.16 0.2250 0.2250   216.02 0.2500
 -56.44   278.55 0.2250 0.2250   220.79 0.2500
 -54.20   280.73 0.2250 0.2250   225.16 0.2500
 -52.08   282.76 0.2250 0.2250   229.21 0.2500
 -50.06   284.64 0.2250 0.2250   232.98 0.2500
 -48.11   286.41 0.2250 0.2250   236.51 0.2500
 -46.24   288.07 0.2250 0.2250   239.83 0.2500
 -44.43   289.63 0.2250 0.2250   242.96 0.2500
 -42.67   291.11 0.2250 0.2250   245.92 0.2500
 -40.96   292.51 0.2250 0.2250   248.71 0.2500
 -39.30   293.83 0.2250 0.2250   251.36 0.2500
 -37.67   295.08 0.2250 0.2250   253.87 0.2500
 -36.08   296.27 0.2250 0.2250   256.25 0.2500
 -34.52   297.40 0.2250 0.2250   258.50 0.2500
 -32.99   298.47 0.2250 0.2250   260.64 0.2500
 -31.48   299.48 0.2250 0.2250   262.67 0.2500
 -30.00   300.44 0.2250 0.2250   264.59 0.2500
 -28.54   301.35 0.2250 0.2250   266.40 0.2500
 -27.10   302.21 0.2250 0.2250   268.11 0.2500
 -25.68   303.02 0.2250 0.2250   269.73 0.2500
 -24.27   303.78 0.2250 0.2250   271.25 0.2500
 -22.89   304.49 0.2250 0.2250   272.68 0.2500
 -21.51   305.16 0.2250 0.2250   274.03 0.2500
 -20.15   305.79 0.2250 0.2250   275.28 0.2500
 -18.80   306.37 0.2250 0.2250   276.45 0.2500
 -17.46   306.92 0.2250 0.2250   277.53 0.2500
 -16.13   307.42 0.2250 0.2250   278.54 0.2500
 -14.81   307.88 0.2250 0.2250   279.46 0.2500
 -13.49   308.30 0.2250 0.2250   280.30 0.2500
 -12.19   308.68 0.2250 0.2250   281.06 0.2500
 -10.89   309.02 0.2250 0.2250   281.75 0.2500
  -9.59   309.33 0.2250 0.2250   282.35 0.2500
  -8.31   309.59 0.2250 0.2250   282.88 0.2500
  -7.02   309.82 0.2250 0.2250   283.34 0.2500
  -5.74   310.01 0.2250 0.2250   283.72 0.2500
  -4.46   310.16 0.2250 0.2250   284.02 0.2500
  -3.18   310.28 0.2250 0.2250   284.25 0.2500
  -1.91   310.35 0.2250 0.2250   284.41 0.2500
  -0.64   310.39 0.2250 0.2250   284.49 0.2500
   0.64   310.40 0.2250 0.2250   284.49 0.2500
   1.91   310.36 0.2250 0.2250   284.43 0.2500
   3.18   310.29 0.2250 0.2250   284.29 0.2500
   4.46   310.19 0.2250 0.2250   284.07 0.2500
   5.74   310.04 0.2250 0.2250   283.78 0.2500
   7.02   309.86 0.2250 0.2250   283.42 0.2500
   8.31   309.64 0.2250 0.2250   282.98 0.2500
   9.59   309.38 0.2250 0.2250   282.46 0.2500
  10.89   309.09 0.2250 0.2250   281.87 0.2500
  12.19   308.75 0.2250 0.2250   281.20 0.2500
  13.49   308.38 0.2250 0.2250   280.46 0.2500
  14.81   307.97 0.2250 0.2250   279.63 0.2500
  16.13   307.51 0.2250 0.2250   278.73 0.2500
  17.46   307.02 0.2250 0.2250   277.75 0.2500
  18.80   306.49 0.2250 0.2250   276.68 0.2500
  20.15   305.92 0.2250 0.2250   275.53 0.2500
  21.51   305.30 0.2250 0.2250   274.30 0.2500
  22.89   304.64 0.2250 0.2250   272.98 0.2500
  24.27   303.93 0.2250 0.2250   271.57 0.2500
  25.68   303.18 0.2250 0.2250   270.07 0.2500
  27.10   302.39 0.2250 0.2250   268.48 0.2500
  28.54   301.55 0.2250 0.2250   266.79 0.2500
  30.00   300.65 0.2250 0.2250   265.01 0.2500
  31.48   299.71 0.2250 0.2250   263.12 0.2500
  32.99   298.71 0.2250 0.2250   261.13 0.2500
  34.52   297.66 0.2250 0.2250   259.02 0.2500
  36.08   296.55 0.2250 0.2250   256.81 0.2500
  37.67   295.39 0.2250 0.2250   254.47 0.2500
  39.30   294.15 0.2250 0.2250   252.01 0.2500
  40.96   292.85 0.2250 0.2250   249.41 0.2500
  42.67   291.48 0.2250 0.2250   246.67 0.2500
  44.43   290.04 0.2250 0.2250   243.77 0.2500
  46.24   288.51 0.2250 0.2250   240.71 0.2500
  48.11   286.89 0.2250 0.2250   237.47 0.2500
  50.06   285.16 0.2250 0.2250   234.03 0.2500
  52.08   283.33 0.2250 0.2250   230.35 0.2500
  54.20   281.36 0.2250 0.2250   226.42 0.2500
  56.44   279.24 0.2250 0.2250   222.19 0.2500
  58.82   276.94 0.2250 0.2250   217.58 0.2500
  61.38   274.41 0.3500 0.3500   212.51 0.2500
  64.16   271.72 0.4750 0.4750   207.14 0.2500
  67.25   268.99 0.6000 0.6000   201.68 0.2500
  70.81   266.31 0.6000 0.6000   196.32 0.2500
  75.16   263.68 0.6000 0.6000   191.05 0.2500
  81.45   261.10 0.6000 0.6000   185.89 0.2500
