# Name of benchmark/experiment: FILLET Experiment 1 (warm start)
# Model: AVALON (Albedo-feedback Variable Axial-tilt Latitudinal Outgoing-Net EBM)
# Mode: seasonal
# Ice line definition: latitude where annual-mean surface temperature crosses 0.0 °C
# Ice-free convention: NMaxLand=NMinLand=NMaxSea=NMinSea=90; SMaxLand=SMinLand=SMaxSea=SMinSea=-90
# Case Inst Obl XCO2 Tglob IceLineNMaxLand IceLineNMinLand IceLineNMaxSea IceLineNMinSea IceLineSMaxLand IceLineSMinLand IceLineSMaxSea IceLineSMinSea Diff OLRglob
33 1.15 10.0 280.0 319.7821232517877 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 303.26424650357546
34 1.175 10.0 280.0 323.078404374364 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 309.85680874872804
35 1.2 10.0 280.0 326.3747880338603 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 316.4495760677206
36 1.225 10.0 280.0 329.67117893380873 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 323.04235786761745
37 1.25 10.0 280.0 332.9674864451976 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 329.63497289039526
38 0.8 20.0 280.0 222.59388458833865 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 108.88776917667737
39 0.825 20.0 280.0 224.29523587172906 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 112.29047174345818
40 0.85 20.0 280.0 225.9965783280681 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 115.69315665613627
41 0.875 20.0 280.0 227.6979576559267 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 119.09591531185345
42 0.9 20.0 280.0 229.39925213037688 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 122.49850426075376
43 0.925 20.0 280.0 231.10063300957324 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 125.90126601914653
44 0.95 20.0 280.0 232.80204512239794 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 129.3040902447959
45 0.975 20.0 280.0 287.3735675557842 90.0 50.055494810185124 90.0 50.055494810185124 -50.055494810185124 -90.0 -50.055494810185124 -90.0 0.5 238.44713511156837
46 1.0 20.0 280.0 295.7203968823646 90.0 61.37544904657465 90.0 61.37544904657465 -61.37544904657465 -90.0 -61.37544904657465 -90.0 0.5 255.14079376472927
47 1.025 20.0 280.0 301.47935717980556 90.0 75.16488841802426 90.0 75.16488841802426 -75.16488841802426 -90.0 -75.16488841802426 -90.0 0.5 266.6587143596111
48 1.05 20.0 280.0 306.597502825791 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 276.8950056515821
49 1.075 20.0 280.0 309.89385986714404 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 283.4877197342882
50 1.1 20.0 280.0 313.1902459999913 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 290.0804919999826
51 1.125 20.0 280.0 316.48658983908797 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 296.673179678176
52 1.15 20.0 280.0 319.7830525939386 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 303.26610518787714
53 1.175 20.0 280.0 323.07935391960507 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 309.85870783921024
54 1.2 20.0 280.0 326.37575778650006 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 316.45151557300017
55 1.225 20.0 280.0 329.67216889320537 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 323.04433778641084
56 1.25 20.0 280.0 332.9684966078473 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 329.63699321569464
57 0.8 30.0 280.0 222.59194658609363 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 108.88389317218733
58 0.825 30.0 280.0 224.29322191215675 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 112.28644382431355
59 0.85 30.0 280.0 225.99456594529647 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 115.68913189059305
60 0.875 30.0 280.0 227.6958340917826 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 119.0916681835652
61 0.9 30.0 280.0 229.3971467585449 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 122.49429351708983
62 0.925 30.0 280.0 231.09847303681502 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 125.89694607363013
63 0.95 30.0 280.0 232.79973461096915 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 129.29946922193835
64 0.975 30.0 280.0 285.34371233957626 90.0 50.055494810185124 90.0 50.055494810185124 -50.055494810185124 -90.0 -50.055494810185124 -90.0 0.5 234.38742467915253
65 1.0 30.0 280.0 300.0009692254743 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 263.70193845094866
66 1.025 30.0 280.0 303.2966687167782 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 270.2933374335565
