# Name of benchmark/experiment: FILLET Experiment 2a (cold start, au)
# Case number: 140
# Instellation (S_earth): 1.344255
# XCO2 (ppm): 280.0
# Obliquity (degrees): 90.0
# Mode: seasonal
#
# Columns of data (annually averaged for last orbit)
# Lat Tsurf Asurf ATOA OLR Fland
 -90.00   367.78 0.2250 0.2250   399.26 0.2500
 -77.83   365.90 0.2250 0.2250   395.49 0.2500
 -72.76   364.48 0.2250 0.2250   392.66 0.2500
 -68.84   363.15 0.2250 0.2250   389.99 0.2500
 -65.52   361.86 0.2250 0.2250   387.42 0.2500
 -62.58   360.61 0.2250 0.2250   384.93 0.2500
 -59.90   359.40 0.2250 0.2250   382.50 0.2500
 -57.43   358.22 0.2250 0.2250   380.15 0.2500
 -55.11   357.08 0.2250 0.2250   377.86 0.2500
 -52.92   355.97 0.2250 0.2250   375.63 0.2500
 -50.83   354.88 0.2250 0.2250   373.46 0.2500
 -48.83   353.81 0.2250 0.2250   371.32 0.2500
 -46.91   352.77 0.2250 0.2250   369.23 0.2500
 -45.06   351.74 0.2250 0.2250   367.18 0.2500
 -43.27   350.73 0.2250 0.2250   365.17 0.2500
 -41.52   349.75 0.2250 0.2250   363.19 0.2500
 -39.83   348.78 0.2250 0.2250   361.26 0.2500
 -38.17   347.83 0.2250 0.2250   359.37 0.2500
 -36.55   346.91 0.2250 0.2250   357.52 0.2500
 -34.96   346.01 0.2250 0.2250   355.72 0.2500
 -33.41   345.13 0.2250 0.2250   353.96 0.2500
 -31.88   344.28 0.2250 0.2250   352.26 0.2500
 -30.37   343.46 0.2250 0.2250   350.61 0.2500
 -28.89   342.66 0.2250 0.2250   349.02 0.2500
 -27.43   341.90 0.2250 0.2250   347.50 0.2500
 -25.99   341.17 0.2250 0.2250   346.04 0.2500
 -24.57   340.47 0.2250 0.2250   344.63 0.2500
 -23.16   339.80 0.2250 0.2250   343.30 0.2500
 -21.76   339.16 0.2250 0.2250   342.02 0.2500
 -20.38   338.56 0.2250 0.2250   340.81 0.2500
 -19.02   337.98 0.2250 0.2250   339.66 0.2500
 -17.66   337.44 0.2250 0.2250   338.58 0.2500
 -16.31   336.93 0.2250 0.2250   337.56 0.2500
 -14.98   336.45 0.2250 0.2250   336.61 0.2500
 -13.65   336.01 0.2250 0.2250   335.72 0.2500
 -12.33   335.60 0.2250 0.2250   334.90 0.2500
 -11.01   335.23 0.2250 0.2250   334.15 0.2500
  -9.70   334.89 0.2250 0.2250   333.48 0.2500
  -8.40   334.59 0.2250 0.2250   332.87 0.2500
  -7.10   334.32 0.2250 0.2250   332.34 0.2500
  -5.80   334.10 0.2250 0.2250   331.89 0.2500
  -4.51   333.91 0.2250 0.2250   331.52 0.2500
  -3.22   333.77 0.2250 0.2250   331.24 0.2500
  -1.93   333.67 0.2250 0.2250   331.05 0.2500
  -0.64   333.63 0.2250 0.2250   330.95 0.2500
   0.64   333.63 0.2250 0.2250   330.95 0.2500
   1.93   333.67 0.2250 0.2250   331.05 0.2500
   3.22   333.77 0.2250 0.2250   331.24 0.2500
   4.51   333.91 0.2250 0.2250   331.52 0.2500
   5.80   334.10 0.2250 0.2250   331.89 0.2500
   7.10   334.32 0.2250 0.2250   332.34 0.2500
   8.40   334.59 0.2250 0.2250   332.87 0.2500
   9.70   334.89 0.2250 0.2250   333.48 0.2500
  11.01   335.23 0.2250 0.2250   334.15 0.2500
  12.33   335.60 0.2250 0.2250   334.90 0.2500
  13.65   336.01 0.2250 0.2250   335.72 0.2500
  14.98   336.45 0.2250 0.2250   336.61 0.2500
  16.31   336.93 0.2250 0.2250   337.56 0.2500
  17.66   337.44 0.2250 0.2250   338.58 0.2500
  19.02   337.98 0.2250 0.2250   339.66 0.2500
  20.38   338.56 0.2250 0.2250   340.81 0.2500
  21.76   339.16 0.2250 0.2250   342.02 0.2500
  23.16   339.80 0.2250 0.2250   343.30 0.2500
  24.57   340.47 0.2250 0.2250   344.63 0.2500
  25.99   341.17 0.2250 0.2250   346.04 0.2500
  27.43   341.90 0.2250 0.2250   347.50 0.2500
  28.89   342.66 0.2250 0.2250   349.02 0.2500
  30.37   343.46 0.2250 0.2250   350.61 0.2500
  31.88   344.28 0.2250 0.2250   352.26 0.2500
  33.41   345.13 0.2250 0.2250   353.96 0.2500
  34.96   346.01 0.2250 0.2250   355.72 0.2500
  36.55   346.91 0.2250 0.2250   357.52 0.2500
  38.17   347.83 0.2250 0.2250   359.37 0.2500
  39.83   348.78 0.2250 0.2250   361.26 0.2500
  41.52   349.75 0.2250 0.2250   363.19 0.2500
  43.27   350.73 0.2250 0.2250   365.17 0.2500
  45.06   351.74 0.2250 0.2250   367.18 0.2500
  46.91   352.77 0.2250 0.2250   369.23 0.2500
  48.83   353.81 0.2250 0.2250   371.32 0.2500
  50.83   354.88 0.2250 0.2250   373.46 0.2500
  52.92   355.97 0.2250 0.2250   375.63 0.2500
  55.11   357.08 0.2250 0.2250   377.86 0.2500
  57.43   358.22 0.2250 0.2250   380.15 0.2500
  59.90   359.40 0.2250 0.2250   382.50 0.2500
  62.58   360.61 0.2250 0.2250   384.93 0.2500
  65.52   361.86 0.2250 0.2250   387.42 0.2500
  68.84   363.15 0.2250 0.2250   389.99 0.2500
  72.76   364.48 0.2250 0.2250   392.66 0.2500
  77.83   365.90 0.2250 0.2250   395.49 0.2500
  90.00   367.78 0.2250 0.2250   399.26 0.2500
