# Name of benchmark/experiment: FILLET Experiment 2 (cold start)
# Case number: 73
# Instellation (S_earth): 1.45
# XCO2 (ppm): 280.0
# Obliquity (degrees): 30.0
# Mode: seasonal
#
# Columns of data (annually averaged for last orbit)
# Lat Tsurf Asurf ATOA OLR Fland
 -90.00   326.06 0.2250 0.2250   315.82 0.2500
 -77.83   329.59 0.2250 0.2250   322.87 0.2500
 -72.76   331.89 0.2250 0.2250   327.48 0.2500
 -68.84   333.97 0.2250 0.2250   331.63 0.2500
 -65.52   335.94 0.2250 0.2250   335.57 0.2500
 -62.58   337.84 0.2250 0.2250   339.38 0.2500
 -59.90   339.70 0.2250 0.2250   343.10 0.2500
 -57.43   341.52 0.2250 0.2250   346.73 0.2500
 -55.11   343.29 0.2250 0.2250   350.28 0.2500
 -52.92   345.01 0.2250 0.2250   353.72 0.2500
 -50.83   346.69 0.2250 0.2250   357.07 0.2500
 -48.83   348.31 0.2250 0.2250   360.31 0.2500
 -46.91   349.88 0.2250 0.2250   363.45 0.2500
 -45.06   351.39 0.2250 0.2250   366.49 0.2500
 -43.27   352.86 0.2250 0.2250   369.41 0.2500
 -41.52   354.27 0.2250 0.2250   372.23 0.2500
 -39.83   355.62 0.2250 0.2250   374.95 0.2500
 -38.17   356.93 0.2250 0.2250   377.56 0.2500
 -36.55   358.18 0.2250 0.2250   380.07 0.2500
 -34.96   359.38 0.2250 0.2250   382.47 0.2500
 -33.41   360.54 0.2250 0.2250   384.77 0.2500
 -31.88   361.64 0.2250 0.2250   386.97 0.2500
 -30.37   362.69 0.2250 0.2250   389.07 0.2500
 -28.89   363.69 0.2250 0.2250   391.07 0.2500
 -27.43   364.64 0.2250 0.2250   392.97 0.2500
 -25.99   365.54 0.2250 0.2250   394.78 0.2500
 -24.57   366.40 0.2250 0.2250   396.49 0.2500
 -23.16   367.20 0.2250 0.2250   398.10 0.2500
 -21.76   367.96 0.2250 0.2250   399.63 0.2500
 -20.38   368.68 0.2250 0.2250   401.05 0.2500
 -19.02   369.34 0.2250 0.2250   402.39 0.2500
 -17.66   369.96 0.2250 0.2250   403.63 0.2500
 -16.31   370.54 0.2250 0.2250   404.78 0.2500
 -14.98   371.07 0.2250 0.2250   405.84 0.2500
 -13.65   371.55 0.2250 0.2250   406.81 0.2500
 -12.33   371.99 0.2250 0.2250   407.69 0.2500
 -11.01   372.39 0.2250 0.2250   408.48 0.2500
  -9.70   372.74 0.2250 0.2250   409.18 0.2500
  -8.40   373.05 0.2250 0.2250   409.79 0.2500
  -7.10   373.31 0.2250 0.2250   410.32 0.2500
  -5.80   373.53 0.2250 0.2250   410.75 0.2500
  -4.51   373.70 0.2250 0.2250   411.10 0.2500
  -3.22   373.83 0.2250 0.2250   411.36 0.2500
  -1.93   373.92 0.2250 0.2250   411.54 0.2500
  -0.64   373.96 0.2250 0.2250   411.63 0.2500
   0.64   373.96 0.2250 0.2250   411.63 0.2500
   1.93   373.92 0.2250 0.2250   411.54 0.2500
   3.22   373.83 0.2250 0.2250   411.36 0.2500
   4.51   373.70 0.2250 0.2250   411.10 0.2500
   5.80   373.53 0.2250 0.2250   410.75 0.2500
   7.10   373.31 0.2250 0.2250   410.32 0.2500
   8.40   373.05 0.2250 0.2250   409.79 0.2500
   9.70   372.74 0.2250 0.2250   409.18 0.2500
  11.01   372.39 0.2250 0.2250   408.48 0.2500
  12.33   371.99 0.2250 0.2250   407.69 0.2500
  13.65   371.55 0.2250 0.2250   406.81 0.2500
  14.98   371.07 0.2250 0.2250   405.84 0.2500
  16.31   370.54 0.2250 0.2250   404.78 0.2500
  17.66   369.96 0.2250 0.2250   403.63 0.2500
  19.02   369.34 0.2250 0.2250   402.39 0.2500
  20.38   368.68 0.2250 0.2250   401.05 0.2500
  21.76   367.96 0.2250 0.2250   399.63 0.2500
  23.16   367.20 0.2250 0.2250   398.10 0.2500
  24.57   366.40 0.2250 0.2250   396.49 0.2500
  25.99   365.54 0.2250 0.2250   394.78 0.2500
  27.43   364.64 0.2250 0.2250   392.97 0.2500
  28.89   363.69 0.2250 0.2250   391.07 0.2500
  30.37   362.69 0.2250 0.2250   389.07 0.2500
  31.88   361.64 0.2250 0.2250   386.97 0.2500
  33.41   360.54 0.2250 0.2250   384.77 0.2500
  34.96   359.38 0.2250 0.2250   382.47 0.2500
  36.55   358.18 0.2250 0.2250   380.07 0.2500
  38.17   356.93 0.2250 0.2250   377.56 0.2500
  39.83   355.62 0.2250 0.2250   374.95 0.2500
  41.52   354.27 0.2250 0.2250   372.23 0.2500
  43.27   352.86 0.2250 0.2250   369.41 0.2500
  45.06   351.39 0.2250 0.2250   366.49 0.2500
  46.91   349.88 0.2250 0.2250   363.45 0.2500
  48.83   348.31 0.2250 0.2250   360.31 0.2500
  50.83   346.69 0.2250 0.2250   357.07 0.2500
  52.92   345.01 0.2250 0.2250   353.72 0.2500
  55.11   343.29 0.2250 0.2250   350.28 0.2500
  57.43   341.52 0.2250 0.2250   346.73 0.2500
  59.90   339.70 0.2250 0.2250   343.10 0.2500
  62.58   337.84 0.2250 0.2250   339.38 0.2500
  65.52   335.94 0.2250 0.2250   335.57 0.2500
  68.84   333.97 0.2250 0.2250   331.63 0.2500
  72.76   331.89 0.2250 0.2250   327.48 0.2500
  77.83   329.59 0.2250 0.2250   322.87 0.2500
  90.00   326.06 0.2250 0.2250   315.82 0.2500
